,name,url,year,certificate,rating,votes,plot,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,Thriller
11392,"Murder, She Wrote: Mystery Jigsaw Puzzles",https://www.imdb.com/title/tt5588408/?ref_=adv_li_tt,1996,K-A,,,"This game is based on Murder, She Wrote TV series and consists of four murder cases to solve. For each case, talk to witnesses and suspects, solve a jigsaw puzzle to inspect the crime scene and then guess who the killer is.",False,True,False,True,False,False,False,False,False
11393,Nancy Drew Dossier: Resorting to Danger!,https://www.imdb.com/title/tt2976040/?ref_=adv_li_tt,2009,,7.2,15,Add a Plot,False,True,False,False,False,False,True,False,False
11394,Monster in My Pocket,https://www.imdb.com/title/tt0151622/?ref_=adv_li_tt,1992,,7.7,44,"Warlock sends out his henchman while the benevolent Vampire and Monster (of Frankenstein), shrunken by an evil spell, are watching TV at the home of Jack, a lazy, girl-crazy teenager who ... See full summary »",False,True,False,False,False,False,False,False,False
11395,The Adventures of Valdo & Marie,https://www.imdb.com/title/tt5541816/?ref_=adv_li_tt,1996,K-A,,,"Adventure game for kids that's set in the 16th century. Young boy Valdo joins a Portuguese ship heading for Japan. As they visit places, he must locate pieces of a treasure map and learn about the era. He also meats Marie, who helps him.",False,True,False,False,True,False,False,False,False
11396,Samorost,https://www.imdb.com/title/tt9198686/?ref_=adv_li_tt,2003,,6.8,56,Add a Plot,False,True,False,False,False,True,False,True,False
11397,Atmosfear: The Third Dimension,https://www.imdb.com/title/tt5647238/?ref_=adv_li_tt,1996,,6.6,9,"Video game version of Atmosfear, a popular adventure horror series of VHS board games. You're greeted by the games' legendary snarky host, The Gatekeeper. Beat his labyrinth to escape the underworld. Play by yourself or against others.",False,True,True,False,False,True,False,False,False
11398,Kirby's Super Star Stacker,https://www.imdb.com/title/tt18671120/?ref_=adv_li_tt,1998,E,,,"Kirby's Super Star Stacker is a remake of Kirby's Star Stacker released for the original Gameboy, with updated graphics, gameplay, and visuals.",False,True,False,False,True,True,False,False,False
11399,Detour Bus,https://www.imdb.com/title/tt14363248/?ref_=adv_li_tt,,E,,,"Nostalgia junkie Daddy Flowers aims to revive his dysfunctional family's bonds with a good old-fashioned road trip, but corrupt Senator Joseph McCarthief is attempting to turn the entire interstate highway system into pay-to-drive tunnels.",False,True,False,False,False,False,False,False,False
11400,Iggle Pop! Deluxe,https://www.imdb.com/title/tt14707818/?ref_=adv_li_tt,2004,E,,,Journey to the Land of Fuzz to collect colorful Iggles and deliver them to their color-coded destinations. But look out for the nasty Zoogs - they're dying to get their grubby hands on those adorable Iggles.,False,True,False,False,True,False,False,False,False
11401,X-Plane 11,https://www.imdb.com/title/tt10172882/?ref_=adv_li_tt,2017,,8.4,7,Train to fly using this ultra realistic flight simulator. Fly all types of different types of aircraft from Cessnas to Boeing 747s.,False,True,False,False,False,False,False,False,False
11402,The Legend of Kyrandia,https://www.imdb.com/title/tt1175032/?ref_=adv_li_tt,1992,,8.3,78,"The king and queen has been murdered by the evil jester Malcolm. The hidden prince Brandon, must now embark on a quest to solve his parents murder.",False,True,False,False,False,True,False,False,False
11403,The Plan,https://www.imdb.com/title/tt11492288/?ref_=adv_li_tt,2013,,7.0,12,"-A fly ascends to the skies, pondering the pointlessness of its brief existence. This game was developed as a side project by Krillbite Studio (Norway). ""The Plan"" is a free experimental ... See full summary »",False,True,False,False,False,False,False,False,False
11404,Owlboy,https://www.imdb.com/title/tt6231874/?ref_=adv_li_tt,2016,E10+,7.6,112,"A story-driven platform adventure game, where you can fly and explore a brand new world in the clouds. Pick up your friends, and bring them with you as you explore the open skies. Overcome ... See full summary »",False,True,True,False,False,False,False,False,False
11405,Nancy Drew: Legend of the Crystal Skull,https://www.imdb.com/title/tt1090755/?ref_=adv_li_tt,2007,E,8.4,88,Teen detective Nancy Drew and her best friend Bess Marvin travel to New Orleans and search for a missing crystal skull rumored to make its owner immortal.,False,True,False,True,False,False,True,False,False
11406,Unforeseen Incidents,https://www.imdb.com/title/tt7740400/?ref_=adv_li_tt,2018,,7.4,17,"When small-town handyman Harper Pendrell meets a dying woman in the street, he unwittingly stumbles into a diabolical conspiracy - a mystery only he can solve. An unknown disease is ... See full summary »",False,True,True,False,False,False,True,False,False
11407,Ringworld: Revenge of the Patriarch,https://www.imdb.com/title/tt0360932/?ref_=adv_li_tt,1992,,5.9,9,Add a Plot,False,True,False,False,False,False,True,True,False
11408,Man of Steel 'Soldier of Steel',https://www.imdb.com/title/tt2911220/?ref_=adv_li_tt,2013,,6.2,15,Add a Plot,False,True,False,False,False,False,False,False,False
11409,Moving Out,https://www.imdb.com/title/tt12256656/?ref_=adv_li_tt,2020,,6.5,59,"As a newly certified Furniture Arrangement and Relocation Technician, you'll take on moving jobs all across the busy town of Packmore.",False,True,False,False,False,False,False,False,False
11410,Strange Hill High: Merchant of Menace,https://www.imdb.com/title/tt5904034/?ref_=adv_li_tt,2014,,,,Add a Plot,False,True,True,False,False,False,False,False,False
11411,Emmerholt: Prologue,https://www.imdb.com/title/tt10808654/?ref_=adv_li_tt,2017,,,,Add a Plot,False,True,False,False,False,True,False,False,False
11412,Once Upon a Forest,https://www.imdb.com/title/tt8065132/?ref_=adv_li_tt,1995,,,,"Adventure game based on the animated film of the same name about three young animal friends who must search the forest endangered by humans to find some healing herbs for their sick friend, who ate a poisonous mushroom.",False,True,False,False,True,False,False,False,False
11413,Saira,https://www.imdb.com/title/tt5803558/?ref_=adv_li_tt,2009,,,,Add a Plot,False,True,False,False,False,False,False,True,False
11414,Indian Tractor Pro Simulation,https://www.imdb.com/title/tt18686632/?ref_=adv_li_tt,2021,,,,Add a Plot,False,True,False,False,False,False,False,False,False
11415,Blue Ice,https://www.imdb.com/title/tt1932614/?ref_=adv_li_tt,1995,,,,"The mad king of Icia has died. Solve surreal puzzles to teach his young son that his father's way of doing things was wrong. The puzzles revolve around five pleasures of life that the late king forbade - art, music, food, love and nature.",False,True,False,False,False,True,True,False,False
11416,Sam and Max: Moai Better Blues,https://www.imdb.com/title/tt1217598/?ref_=adv_li_tt,2008,T,7.9,66,A surprise trip to the tropics turns into a working vacation when Sam & Max sign up to stop a massive volcano eruption. Will their special blend of bewildering wit and renegade justice be ... See full summary »,False,True,True,False,False,False,False,False,False
11417,Gloomhaven,https://www.imdb.com/title/tt21309476/?ref_=adv_li_tt,2021,,,,Add a Plot,False,True,False,False,False,False,False,False,False
11418,Space Quest III: The Pirates of Pestulon,https://www.imdb.com/title/tt0448774/?ref_=adv_li_tt,1989,,7.8,109,"After entering the escape pod in Space Quest II, Roger fell into a deep sleep. Well, in this installment, Roger is jarred awake when his ship is sucked into a junk freighter. After escaping... See full summary »",False,True,True,False,False,False,False,True,False
11419,Shin Megami Tensei II,https://www.imdb.com/title/tt7481770/?ref_=adv_li_tt,1994,,7.8,34,"Fifty years have passed since the hero of Shin Megami Tensei followed the neutral path, defeated the leaders of Law and Chaos, and founded a state where followers of both ideologies could ... See full summary »",False,True,False,False,False,True,False,False,False
11420,Broken Sword 2.5 - Return of the Templars,https://www.imdb.com/title/tt0402869/?ref_=adv_li_tt,2008,,7.7,164,George receives a letter with unsettling content and soon finds himself in an adventure with no way out.,False,True,False,False,False,False,False,False,False
11421,I Am Fish,https://www.imdb.com/title/tt17005768/?ref_=adv_li_tt,2021,,3.3,7,Add a Plot,False,True,False,False,False,False,False,False,False
11422,A Story About My Uncle,https://www.imdb.com/title/tt12001480/?ref_=adv_li_tt,2014,,6.8,67,A Story About My Uncle is a first-person platform game telling the story of a boy who searches for his lost uncle. The uncle is an inventor and presumably he has gone missing in one of ... See full summary »,False,True,False,False,False,False,False,False,False
11423,Uru: To D'ni,https://www.imdb.com/title/tt0388502/?ref_=adv_li_tt,2003,E,7.9,100,"In New Mexico near the Cleft, a deep fissure in the ground near the entrance to the D'ni caverns, a man named Zandi stumbles upon a hologram of a woman, Yeesha, who tells the story of the D'ni and requests help to rebuild the civilization.",False,True,False,False,False,True,True,False,False
11424,Poochy & Yoshi's Woolly World,https://www.imdb.com/title/tt6484700/?ref_=adv_li_tt,2017,E,7.9,43,Add a Plot,False,True,False,False,False,False,False,False,False
11425,Beyond Oasis,https://www.imdb.com/title/tt0387872/?ref_=adv_li_tt,1995,,7.8,58,Prince Ali has found the Gold Armlet in the cave. He returns to Oasis to stop the evil person using the Silver Armlet for power to rule the land.,False,True,False,False,False,False,False,False,False
11426,Yo-kai Watch 3: Sukiyaki,https://www.imdb.com/title/tt10093222/?ref_=adv_li_tt,2016,,,,Add a Plot,False,True,False,False,False,False,False,False,False
11427,Campfire Legends: The Babysitter,https://www.imdb.com/title/tt1998196/?ref_=adv_li_tt,2010,,7.6,8,"Lisa goes to babysit the twin daughters of her college dean, but their childish pranks take a dark turn.",False,True,False,False,False,False,True,False,False
11428,Queensrÿche's Promised Land,https://www.imdb.com/title/tt5540224/?ref_=adv_li_tt,1996,T,,,Myst clone based on the rock band Queensrÿche and their album Promised Land. The band has broken up and every member is in his own fantasy world. Solve puzzles to bring them together again and save the world.,False,True,False,False,False,True,False,False,False
11429,The Legend of Kyrandia: The Hand of Fate,https://www.imdb.com/title/tt1175033/?ref_=adv_li_tt,1993,,8.6,61,"The land of Kyrandia is disappearing piece by piece. The only way to save the land is to find the anchor-stone, located in the center of the world. In this second part of the trilogy, you play the part of Zanthia.",False,True,False,False,False,True,False,False,False
11430,Jeff Wayne's Musical Version of the War of the Worlds: Minigame Adventure,https://www.imdb.com/title/tt5586266/?ref_=adv_li_tt,2011,,,,"Video game adaptation of the 1978 classic concept album Jeff Wayne's War Of The Worlds based on H.G. Wells novel, for IPad. The game is a collection of 12 mini-games based on songs from the album and features the music from the album.",False,True,False,False,False,False,False,False,False
11431,Rain,https://www.imdb.com/title/tt2978882/?ref_=adv_li_tt,2013,,7.0,54,Add a Plot,False,True,False,False,False,False,False,False,False
11432,Frogger Beyond,https://www.imdb.com/title/tt0388958/?ref_=adv_li_tt,2002,E,6.2,17,"Frogger must pass the tests of the Elders of Firefly Swamp in order to become a teenager. He has to go to the worlds that the Elders govern. He has to go through the Rainforest world, the ... See full summary »",False,True,False,False,False,False,False,False,False
11433,Emily is Away Too,https://www.imdb.com/title/tt20880374/?ref_=adv_li_tt,2017,,8.0,8,"Emily is Away Too is a brand new story featuring new characters and multiple different endings. Message your friends, surf the web and choose your path through this branching narrative.",False,True,False,False,False,False,False,False,False
11434,Discovery Tour: Viking Age,https://www.imdb.com/title/tt17501252/?ref_=adv_li_tt,2021,,,,"In the game, players are able to freeroam and explore the maps of Norway and Anglo-Saxon England and learn about both countries' histories.",False,True,False,False,False,False,False,False,False
11435,Colossal Cave 3D Adventure,https://www.imdb.com/title/tt19892710/?ref_=adv_li_tt,2022,,,,3D and VR remake of Colossal Cave Adventure (1976). An immersive 3D world with more than 143 locations.,False,True,False,False,False,False,False,False,False
